Date,Species,Trap,Latitude,Longitude,AddressAccuracy,NumMosquitos,WnvPresent,Week,test_geo,Station,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed
2007-06-26,3,9,41.944869,-87.832763,8,4,0,26,"(41.944869,-87.832763)",1,92,70,81.0,10.0,69,72.0,0.0,16.0,0,0.16,29.39,30.11,6.1,22,7.1
2007-06-26,2,14,42.011601,-87.811506,8,2,0,26,"(42.011601,-87.811506)",1,92,70,81.0,10.0,69,72.0,0.0,16.0,0,0.16,29.39,30.11,6.1,22,7.1
2007-06-26,3,14,42.011601,-87.811506,8,2,0,26,"(42.011601,-87.811506)",1,92,70,81.0,10.0,69,72.0,0.0,16.0,0,0.16,29.39,30.11,6.1,22,7.1
2007-06-26,2,18,41.979243,-87.750938,9,1,0,26,"(41.979243,-87.750938)",1,92,70,81.0,10.0,69,72.0,0.0,16.0,0,0.16,29.39,30.11,6.1,22,7.1
2007-06-26,2,20,41.986921,-87.689778,9,1,0,26,"(41.986921,-87.689778)",1,92,70,81.0,10.0,69,72.0,0.0,16.0,0,0.16,29.39,30.11,6.1,22,7.1
2007-06-26,3,20,41.986921,-87.689778,9,9,0,26,"(41.986921,-87.689778)",1,92,70,81.0,10.0,69,72.0,0.0,16.0,0,0.16,29.39,30.11,6.1,22,7.1
2007-06-26,2,87,41.961743,-87.76007,9,1,0,26,"(41.961743,-87.76007)",1,92,70,81.0,10.0,69,72.0,0.0,16.0,0,0.16,29.39,30.11,6.1,22,7.1
2007-06-26,3,87,41.961743,-87.76007,9,3,0,26,"(41.961743,-87.76007)",1,92,70,81.0,10.0,69,72.0,0.0,16.0,0,0.16,29.39,30.11,6.1,22,7.1
2007-06-26,3,88,41.953067,-87.776792,8,4,0,26,"(41.953067,-87.776792)",1,92,70,81.0,10.0,69,72.0,0.0,16.0,0,0.16,29.39,30.11,6.1,22,7.1
2007-06-26,3,96,42.006858,-87.675919,9,2,0,26,"(42.006858,-87.675919)",1,92,70,81.0,10.0,69,72.0,0.0,16.0,0,0.16,29.39,30.11,6.1,22,7.1
2007-06-26,2,97,41.916265,-87.800515,8,3,0,26,"(41.916265,-87.800515)",1,92,70,81.0,10.0,69,72.0,0.0,16.0,0,0.16,29.39,30.11,6.1,22,7.1
2007-06-26,3,97,41.916265,-87.800515,8,6,0,26,"(41.916265,-87.800515)",1,92,70,81.0,10.0,69,72.0,0.0,16.0,0,0.16,29.39,30.11,6.1,22,7.1
2007-06-26,2,0,41.953705,-87.733974,8,1,0,26,"(41.953705,-87.733974)",1,92,70,81.0,10.0,69,72.0,0.0,16.0,0,0.16,29.39,30.11,6.1,22,7.1
2007-06-26,3,2,41.964242,-87.757639,8,2,0,26,"(41.964242,-87.757639)",1,92,70,81.0,10.0,69,72.0,0.0,16.0,0,0.16,29.39,30.11,6.1,22,7.1
2007-06-26,2,5,41.990284,-87.797127,8,1,0,26,"(41.990284,-87.797127)",1,92,70,81.0,10.0,69,72.0,0.0,16.0,0,0.16,29.39,30.11,6.1,22,7.1
2007-06-26,3,5,41.990284,-87.797127,8,1,0,26,"(41.990284,-87.797127)",1,92,70,81.0,10.0,69,72.0,0.0,16.0,0,0.16,29.39,30.11,6.1,22,7.1
2007-06-26,3,7,42.008314,-87.777921,9,2,0,26,"(42.008314,-87.777921)",1,92,70,81.0,10.0,69,72.0,0.0,16.0,0,0.16,29.39,30.11,6.1,22,7.1
2007-06-26,2,10,41.991429,-87.747113,8,2,0,26,"(41.991429,-87.747113)",1,92,70,81.0,10.0,69,72.0,0.0,16.0,0,0.16,29.39,30.11,6.1,22,7.1
2007-06-26,3,27,41.921177,-87.79518,8,1,0,26,"(41.921177,-87.79518)",1,92,70,81.0,10.0,69,72.0,0.0,16.0,0,0.16,29.39,30.11,6.1,22,7.1
2007-06-29,2,1,41.95469,-87.800991,9,2,0,26,"(41.95469,-87.800991)",1,70,56,63.0,,55,59.0,2.0,,0,0.0,29.41,30.13,7.6,2,8.3
2007-06-29,2,13,41.974089,-87.824812,8,1,0,26,"(41.974089,-87.824812)",1,70,56,63.0,,55,59.0,2.0,,0,0.0,29.41,30.13,7.6,2,8.3
2007-06-29,3,13,41.974089,-87.824812,8,2,0,26,"(41.974089,-87.824812)",1,70,56,63.0,,55,59.0,2.0,,0,0.0,29.41,30.13,7.6,2,8.3
2007-06-29,3,89,41.999129,-87.795585,8,3,0,26,"(41.999129,-87.795585)",1,70,56,63.0,,55,59.0,2.0,,0,0.0,29.41,30.13,7.6,2,8.3
2007-06-29,2,94,42.01743,-87.687769,8,2,0,26,"(42.01743,-87.687769)",1,70,56,63.0,,55,59.0,2.0,,0,0.0,29.41,30.13,7.6,2,8.3
2007-06-29,3,94,42.01743,-87.687769,8,2,0,26,"(42.01743,-87.687769)",1,70,56,63.0,,55,59.0,2.0,,0,0.0,29.41,30.13,7.6,2,8.3
2007-06-29,2,14,42.011601,-87.811506,8,2,0,26,"(42.011601,-87.811506)",1,70,56,63.0,,55,59.0,2.0,,0,0.0,29.41,30.13,7.6,2,8.3
2007-06-29,2,20,41.986921,-87.689778,9,2,0,26,"(41.986921,-87.689778)",1,70,56,63.0,,55,59.0,2.0,,0,0.0,29.41,30.13,7.6,2,8.3
2007-06-29,3,20,41.986921,-87.689778,9,1,0,26,"(41.986921,-87.689778)",1,70,56,63.0,,55,59.0,2.0,,0,0.0,29.41,30.13,7.6,2,8.3
2007-06-29,3,87,41.961743,-87.76007,9,1,0,26,"(41.961743,-87.76007)",1,70,56,63.0,,55,59.0,2.0,,0,0.0,29.41,30.13,7.6,2,8.3
2007-06-29,3,88,41.953067,-87.776792,8,1,0,26,"(41.953067,-87.776792)",1,70,56,63.0,,55,59.0,2.0,,0,0.0,29.41,30.13,7.6,2,8.3
2007-06-29,3,96,42.006858,-87.675919,9,1,0,26,"(42.006858,-87.675919)",1,70,56,63.0,,55,59.0,2.0,,0,0.0,29.41,30.13,7.6,2,8.3
2007-06-29,2,97,41.916265,-87.800515,8,1,0,26,"(41.916265,-87.800515)",1,70,56,63.0,,55,59.0,2.0,,0,0.0,29.41,30.13,7.6,2,8.3
2007-06-29,3,97,41.916265,-87.800515,8,5,0,26,"(41.916265,-87.800515)",1,70,56,63.0,,55,59.0,2.0,,0,0.0,29.41,30.13,7.6,2,8.3
2007-06-29,3,114,41.948167,-87.730698,8,5,0,26,"(41.948167,-87.730698)",1,70,56,63.0,,55,59.0,2.0,,0,0.0,29.41,30.13,7.6,2,8.3
2007-06-29,3,5,41.990284,-87.797127,8,1,0,26,"(41.990284,-87.797127)",1,70,56,63.0,,55,59.0,2.0,,0,0.0,29.41,30.13,7.6,2,8.3
2007-06-29,2,10,41.991429,-87.747113,8,1,0,26,"(41.991429,-87.747113)",1,70,56,63.0,,55,59.0,2.0,,0,0.0,29.41,30.13,7.6,2,8.3
2007-06-29,2,11,41.923738,-87.785288,9,1,0,26,"(41.923738,-87.785288)",1,70,56,63.0,,55,59.0,2.0,,0,0.0,29.41,30.13,7.6,2,8.3
2007-06-29,3,12,41.970248,-87.787992,8,1,0,26,"(41.970248,-87.787992)",1,70,56,63.0,,55,59.0,2.0,,0,0.0,29.41,30.13,7.6,2,8.3
2007-06-29,3,16,42.010412,-87.66214,8,1,0,26,"(42.010412,-87.66214)",1,70,56,63.0,,55,59.0,2.0,,0,0.0,29.41,30.13,7.6,2,8.3
2007-06-29,2,90,41.94016,-87.794896,9,1,0,26,"(41.94016,-87.794896)",1,70,56,63.0,,55,59.0,2.0,,0,0.0,29.41,30.13,7.6,2,8.3
2007-07-02,2,1,41.95469,-87.800991,9,3,0,27,"(41.95469,-87.800991)",1,79,53,66.0,,50,58.0,0.0,,0,0.0,29.49,30.22,5.9,14,8.1
2007-07-02,3,1,41.95469,-87.800991,9,2,0,27,"(41.95469,-87.800991)",1,79,53,66.0,,50,58.0,0.0,,0,0.0,29.49,30.22,5.9,14,8.1
2007-07-02,2,6,41.994991,-87.769279,9,4,0,27,"(41.994991,-87.769279)",1,79,53,66.0,,50,58.0,0.0,,0,0.0,29.49,30.22,5.9,14,8.1
2007-07-02,3,6,41.994991,-87.769279,9,4,0,27,"(41.994991,-87.769279)",1,79,53,66.0,,50,58.0,0.0,,0,0.0,29.49,30.22,5.9,14,8.1
2007-07-02,2,13,41.974089,-87.824812,8,3,0,27,"(41.974089,-87.824812)",1,79,53,66.0,,50,58.0,0.0,,0,0.0,29.49,30.22,5.9,14,8.1
2007-07-02,3,94,42.01743,-87.687769,8,1,0,27,"(42.01743,-87.687769)",1,79,53,66.0,,50,58.0,0.0,,0,0.0,29.49,30.22,5.9,14,8.1
2007-07-02,3,8,41.981964,-87.812827,8,2,0,27,"(41.981964,-87.812827)",1,79,53,66.0,,50,58.0,0.0,,0,0.0,29.49,30.22,5.9,14,8.1
2007-07-02,2,9,41.944869,-87.832763,8,6,0,27,"(41.944869,-87.832763)",1,79,53,66.0,,50,58.0,0.0,,0,0.0,29.49,30.22,5.9,14,8.1
2007-07-02,3,14,42.011601,-87.811506,8,1,0,27,"(42.011601,-87.811506)",1,79,53,66.0,,50,58.0,0.0,,0,0.0,29.49,30.22,5.9,14,8.1
2007-07-02,2,20,41.986921,-87.689778,9,1,0,27,"(41.986921,-87.689778)",1,79,53,66.0,,50,58.0,0.0,,0,0.0,29.49,30.22,5.9,14,8.1
2007-07-02,3,20,41.986921,-87.689778,9,5,0,27,"(41.986921,-87.689778)",1,79,53,66.0,,50,58.0,0.0,,0,0.0,29.49,30.22,5.9,14,8.1
2007-07-02,1,20,41.986921,-87.689778,9,1,0,27,"(41.986921,-87.689778)",1,79,53,66.0,,50,58.0,0.0,,0,0.0,29.49,30.22,5.9,14,8.1
2007-07-02,2,88,41.953067,-87.776792,8,1,0,27,"(41.953067,-87.776792)",1,79,53,66.0,,50,58.0,0.0,,0,0.0,29.49,30.22,5.9,14,8.1
2007-07-02,3,88,41.953067,-87.776792,8,1,0,27,"(41.953067,-87.776792)",1,79,53,66.0,,50,58.0,0.0,,0,0.0,29.49,30.22,5.9,14,8.1
2007-07-02,2,95,41.994469,-87.667736,8,1,0,27,"(41.994469,-87.667736)",1,79,53,66.0,,50,58.0,0.0,,0,0.0,29.49,30.22,5.9,14,8.1
2007-07-02,3,95,41.994469,-87.667736,8,1,0,27,"(41.994469,-87.667736)",1,79,53,66.0,,50,58.0,0.0,,0,0.0,29.49,30.22,5.9,14,8.1
2007-07-02,2,97,41.916265,-87.800515,8,5,0,27,"(41.916265,-87.800515)",1,79,53,66.0,,50,58.0,0.0,,0,0.0,29.49,30.22,5.9,14,8.1
2007-07-02,3,97,41.916265,-87.800515,8,2,0,27,"(41.916265,-87.800515)",1,79,53,66.0,,50,58.0,0.0,,0,0.0,29.49,30.22,5.9,14,8.1
2007-07-02,2,114,41.948167,-87.730698,8,2,0,27,"(41.948167,-87.730698)",1,79,53,66.0,,50,58.0,0.0,,0,0.0,29.49,30.22,5.9,14,8.1
2007-07-02,3,2,41.964242,-87.757639,8,1,0,27,"(41.964242,-87.757639)",1,79,53,66.0,,50,58.0,0.0,,0,0.0,29.49,30.22,5.9,14,8.1
2007-07-02,3,5,41.990284,-87.797127,8,1,0,27,"(41.990284,-87.797127)",1,79,53,66.0,,50,58.0,0.0,,0,0.0,29.49,30.22,5.9,14,8.1
2007-07-02,2,7,42.008314,-87.777921,9,4,0,27,"(42.008314,-87.777921)",1,79,53,66.0,,50,58.0,0.0,,0,0.0,29.49,30.22,5.9,14,8.1
2007-07-02,3,7,42.008314,-87.777921,9,3,0,27,"(42.008314,-87.777921)",1,79,53,66.0,,50,58.0,0.0,,0,0.0,29.49,30.22,5.9,14,8.1
2007-07-02,4,10,41.991429,-87.747113,8,1,0,27,"(41.991429,-87.747113)",1,79,53,66.0,,50,58.0,0.0,,0,0.0,29.49,30.22,5.9,14,8.1
2007-07-02,2,27,41.921177,-87.79518,8,1,0,27,"(41.921177,-87.79518)",1,79,53,66.0,,50,58.0,0.0,,0,0.0,29.49,30.22,5.9,14,8.1
2007-07-02,3,27,41.921177,-87.79518,8,2,0,27,"(41.921177,-87.79518)",1,79,53,66.0,,50,58.0,0.0,,0,0.0,29.49,30.22,5.9,14,8.1
2007-07-02,2,11,41.923738,-87.785288,9,6,0,27,"(41.923738,-87.785288)",1,79,53,66.0,,50,58.0,0.0,,0,0.0,29.49,30.22,5.9,14,8.1
2007-07-02,3,11,41.923738,-87.785288,9,1,0,27,"(41.923738,-87.785288)",1,79,53,66.0,,50,58.0,0.0,,0,0.0,29.49,30.22,5.9,14,8.1
2007-07-02,2,12,41.970248,-87.787992,8,5,0,27,"(41.970248,-87.787992)",1,79,53,66.0,,50,58.0,0.0,,0,0.0,29.49,30.22,5.9,14,8.1
2007-07-02,3,12,41.970248,-87.787992,8,1,0,27,"(41.970248,-87.787992)",1,79,53,66.0,,50,58.0,0.0,,0,0.0,29.49,30.22,5.9,14,8.1
2007-07-02,2,16,42.010412,-87.66214,8,1,0,27,"(42.010412,-87.66214)",1,79,53,66.0,,50,58.0,0.0,,0,0.0,29.49,30.22,5.9,14,8.1
2007-07-02,2,4,41.942114,-87.776385,8,3,0,27,"(41.942114,-87.776385)",1,79,53,66.0,,50,58.0,0.0,,0,0.0,29.49,30.22,5.9,14,8.1
2007-07-02,2,15,41.960616,-87.777189,9,1,0,27,"(41.960616,-87.777189)",1,79,53,66.0,,50,58.0,0.0,,0,0.0,29.49,30.22,5.9,14,8.1
2007-07-11,2,1,41.95469,-87.800991,9,18,0,28,"(41.95469,-87.800991)",1,77,62,70.0,,51,59.0,0.0,,0,0.0,29.23,29.93,8.8,30,10.9
2007-07-11,3,1,41.95469,-87.800991,9,7,0,28,"(41.95469,-87.800991)",1,77,62,70.0,,51,59.0,0.0,,0,0.0,29.23,29.93,8.8,30,10.9
2007-07-11,1,1,41.95469,-87.800991,9,2,0,28,"(41.95469,-87.800991)",1,77,62,70.0,,51,59.0,0.0,,0,0.0,29.23,29.93,8.8,30,10.9
2007-07-11,2,6,41.994991,-87.769279,9,3,0,28,"(41.994991,-87.769279)",1,77,62,70.0,,51,59.0,0.0,,0,0.0,29.23,29.93,8.8,30,10.9
2007-07-11,2,13,41.974089,-87.824812,8,1,0,28,"(41.974089,-87.824812)",1,77,62,70.0,,51,59.0,0.0,,0,0.0,29.23,29.93,8.8,30,10.9
2007-07-11,3,13,41.974089,-87.824812,8,1,0,28,"(41.974089,-87.824812)",1,77,62,70.0,,51,59.0,0.0,,0,0.0,29.23,29.93,8.8,30,10.9
2007-07-11,3,13,41.974089,-87.824812,8,2,0,28,"(41.974089,-87.824812)",1,77,62,70.0,,51,59.0,0.0,,0,0.0,29.23,29.93,8.8,30,10.9
2007-07-11,3,89,41.999129,-87.795585,8,1,0,28,"(41.999129,-87.795585)",1,77,62,70.0,,51,59.0,0.0,,0,0.0,29.23,29.93,8.8,30,10.9
2007-07-11,2,94,42.01743,-87.687769,8,1,0,28,"(42.01743,-87.687769)",1,77,62,70.0,,51,59.0,0.0,,0,0.0,29.23,29.93,8.8,30,10.9
2007-07-11,3,94,42.01743,-87.687769,8,2,0,28,"(42.01743,-87.687769)",1,77,62,70.0,,51,59.0,0.0,,0,0.0,29.23,29.93,8.8,30,10.9
2007-07-11,4,94,42.01743,-87.687769,8,1,0,28,"(42.01743,-87.687769)",1,77,62,70.0,,51,59.0,0.0,,0,0.0,29.23,29.93,8.8,30,10.9
2007-07-11,2,8,41.981964,-87.812827,8,1,0,28,"(41.981964,-87.812827)",1,77,62,70.0,,51,59.0,0.0,,0,0.0,29.23,29.93,8.8,30,10.9
2007-07-11,3,8,41.981964,-87.812827,8,14,0,28,"(41.981964,-87.812827)",1,77,62,70.0,,51,59.0,0.0,,0,0.0,29.23,29.93,8.8,30,10.9
2007-07-11,2,9,41.944869,-87.832763,8,8,0,28,"(41.944869,-87.832763)",1,77,62,70.0,,51,59.0,0.0,,0,0.0,29.23,29.93,8.8,30,10.9
2007-07-11,3,9,41.944869,-87.832763,8,1,0,28,"(41.944869,-87.832763)",1,77,62,70.0,,51,59.0,0.0,,0,0.0,29.23,29.93,8.8,30,10.9
2007-07-11,3,9,41.944869,-87.832763,8,2,0,28,"(41.944869,-87.832763)",1,77,62,70.0,,51,59.0,0.0,,0,0.0,29.23,29.93,8.8,30,10.9
2007-07-11,1,9,41.944869,-87.832763,8,1,0,28,"(41.944869,-87.832763)",1,77,62,70.0,,51,59.0,0.0,,0,0.0,29.23,29.93,8.8,30,10.9
2007-07-11,2,14,42.011601,-87.811506,8,37,0,28,"(42.011601,-87.811506)",1,77,62,70.0,,51,59.0,0.0,,0,0.0,29.23,29.93,8.8,30,10.9
2007-07-11,2,14,42.011601,-87.811506,8,14,0,28,"(42.011601,-87.811506)",1,77,62,70.0,,51,59.0,0.0,,0,0.0,29.23,29.93,8.8,30,10.9
2007-07-11,3,14,42.011601,-87.811506,8,8,0,28,"(42.011601,-87.811506)",1,77,62,70.0,,51,59.0,0.0,,0,0.0,29.23,29.93,8.8,30,10.9
2007-07-11,3,14,42.011601,-87.811506,8,4,0,28,"(42.011601,-87.811506)",1,77,62,70.0,,51,59.0,0.0,,0,0.0,29.23,29.93,8.8,30,10.9
2007-07-11,1,14,42.011601,-87.811506,8,3,0,28,"(42.011601,-87.811506)",1,77,62,70.0,,51,59.0,0.0,,0,0.0,29.23,29.93,8.8,30,10.9
2007-07-11,2,18,41.979243,-87.750938,9,7,0,28,"(41.979243,-87.750938)",1,77,62,70.0,,51,59.0,0.0,,0,0.0,29.23,29.93,8.8,30,10.9
2007-07-11,3,18,41.979243,-87.750938,9,2,0,28,"(41.979243,-87.750938)",1,77,62,70.0,,51,59.0,0.0,,0,0.0,29.23,29.93,8.8,30,10.9
2007-07-11,2,20,41.986921,-87.689778,9,1,0,28,"(41.986921,-87.689778)",1,77,62,70.0,,51,59.0,0.0,,0,0.0,29.23,29.93,8.8,30,10.9
2007-07-11,3,20,41.986921,-87.689778,9,2,0,28,"(41.986921,-87.689778)",1,77,62,70.0,,51,59.0,0.0,,0,0.0,29.23,29.93,8.8,30,10.9
2007-07-11,2,87,41.961743,-87.76007,9,1,0,28,"(41.961743,-87.76007)",1,77,62,70.0,,51,59.0,0.0,,0,0.0,29.23,29.93,8.8,30,10.9
2007-07-11,2,88,41.953067,-87.776792,8,1,0,28,"(41.953067,-87.776792)",1,77,62,70.0,,51,59.0,0.0,,0,0.0,29.23,29.93,8.8,30,10.9
2007-07-11,3,88,41.953067,-87.776792,8,1,0,28,"(41.953067,-87.776792)",1,77,62,70.0,,51,59.0,0.0,,0,0.0,29.23,29.93,8.8,30,10.9
2007-07-11,2,96,42.006858,-87.675919,9,1,0,28,"(42.006858,-87.675919)",1,77,62,70.0,,51,59.0,0.0,,0,0.0,29.23,29.93,8.8,30,10.9
2007-07-11,2,97,41.916265,-87.800515,8,4,0,28,"(41.916265,-87.800515)",1,77,62,70.0,,51,59.0,0.0,,0,0.0,29.23,29.93,8.8,30,10.9
2007-07-11,3,97,41.916265,-87.800515,8,8,0,28,"(41.916265,-87.800515)",1,77,62,70.0,,51,59.0,0.0,,0,0.0,29.23,29.93,8.8,30,10.9
2007-07-11,2,114,41.948167,-87.730698,8,1,0,28,"(41.948167,-87.730698)",1,77,62,70.0,,51,59.0,0.0,,0,0.0,29.23,29.93,8.8,30,10.9
2007-07-11,3,114,41.948167,-87.730698,8,1,0,28,"(41.948167,-87.730698)",1,77,62,70.0,,51,59.0,0.0,,0,0.0,29.23,29.93,8.8,30,10.9
2007-07-11,2,0,41.953705,-87.733974,8,1,0,28,"(41.953705,-87.733974)",1,77,62,70.0,,51,59.0,0.0,,0,0.0,29.23,29.93,8.8,30,10.9
2007-07-11,2,2,41.964242,-87.757639,8,2,0,28,"(41.964242,-87.757639)",1,77,62,70.0,,51,59.0,0.0,,0,0.0,29.23,29.93,8.8,30,10.9
2007-07-11,2,5,41.990284,-87.797127,8,1,0,28,"(41.990284,-87.797127)",1,77,62,70.0,,51,59.0,0.0,,0,0.0,29.23,29.93,8.8,30,10.9
